date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:51:09	30117/30117	---M-Z	200	added ('OK')	text/css	etag:%2275a5-56864669ae9c0-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/modules-responsive.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/modules-responsive.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:09	8172/8172	---M-Z	200	added ('OK')	text/css	etag:%221fec-56861e5054ec0-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/mkdf-tours/assets/css/tours-responsive.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/mkdf-tours/assets/css/tours-responsive.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:09	5032/5032	---MC-	200	added ('OK')	application/rss+xml	etag:%223daee0289815abca5b5e5bb685c2f121%22	https://wanderers.qodeinteractive.com/comments/feed/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/comments/feed/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:09	3533/3533	---M-Z	200	added ('OK')	text/css	etag:%22dcd-56861e5054ec0-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/mkdf-tours/assets/css/nouislider.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/mkdf-tours/assets/css/nouislider.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:10	7504/7504	---MCZ	200	added ('OK')	text/css	etag:W/%225e4e4f3b-1d50%22	https://export.qodethemes.com/_toolbar/assets/css/rbt-modules.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/export.qodethemes.com/_toolbar/assets/css/rbt-modules080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:10	73340/73340	---M-Z	200	added ('OK')	text/css	etag:%2211e7c-5d45a8290aae4-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/css/frontend.min.css?ver=3.2.5	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/css/frontend.min2072.css	(from https://wanderers.qodeinteractive.com/)
14:51:10	15954/15954	---M-Z	200	added ('OK')	text/css	etag:%223e52-5d45a8290aecc-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.css?ver=3.2.5	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min2072.css	(from https://wanderers.qodeinteractive.com/)
14:51:10	14965/14965	---M-Z	200	added ('OK')	text/css	etag:%223a75-5d45a82934ac3-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:10	13677/13677	---M-Z	200	added ('OK')	text/css	etag:%22356d-5d45a82434a7b-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:11	44529/44529	---M-Z	200	added ('OK')	text/css	etag:%22adf1-5d45a82432753-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:12	19604/19604	---M-Z	200	added ('OK')	text/css	etag:%224c94-5d45a82432753-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:12	274531/274531	---M-Z	200	added ('OK')	text/css	etag:%2243063-5d45a82432f23-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:12	0/0	---M--	200	added ('OK')	text/css	etag:%2227d-5d459e011e400-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/style.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/style080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:12	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-56861ae7b8400-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/font-awesome/css/font-awesome.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/font-awesome/css/font-awesome.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:12	21769/21769	---M-Z	200	added ('OK')	text/css	etag:%225509-56861ae6c41c0-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/elegant-icons/style.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/elegant-icons/style.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:13	51284/51284	---M-Z	200	added ('OK')	text/css	etag:%22c854-56861ae8ac640-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/ion-icons/css/ionicons.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/ion-icons/css/ionicons.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:13	42465/42465	---MCZ	200	added ('OK')	text/css	etag:W/%2213100-56861ae8ac640-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/linea-icons/style.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/linea-icons/style080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:13	7028/7028	---MCZ	200	added ('OK')	text/css	etag:W/%222098-56861aea94ac0-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/linear-icons/style.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/linear-icons/style080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:13	10579/10579	---MCZ	200	added ('OK')	text/css	etag:W/%223037-5d459e002a1c0-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/simple-line-icons/simple-line-icons.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/simple-line-icons/simple-line-icons080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:14	9334/9334	---MCZ	200	added ('OK')	text/css	etag:W/%222d1a-56861ae5cff80-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/dripicons/dripicons.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/dripicons/dripicons080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:14	11256/11256	---M-Z	200	added ('OK')	text/css	etag:%222bf8-5d45a5e34961e-gzip%22	https://wanderers.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min08e1.css	(from https://wanderers.qodeinteractive.com/)
14:51:14	4186/4186	---M-Z	200	added ('OK')	text/css	etag:%22105a-59a206018f421-gzip%22	https://wanderers.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:14	81367/81367	---M-Z	200	added ('OK')	text/css	etag:%2213dd7-5d459e002a1c0-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/woocommerce.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/woocommerce.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:15	10346/10346	---M-Z	200	added ('OK')	text/css	etag:%22286a-56863bb7aee00-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/woocommerce-responsive.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/woocommerce-responsive.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:15	6172/6172	---MCZ	200	added ('OK')	text/css	etag:W/%223bae-5d5edbf894d89-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/style_dynamic.css?ver=1642591980	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/style_dynamic3fec.css	(from https://wanderers.qodeinteractive.com/)
14:51:15	636/636	---MCZ	200	added ('OK')	text/css	etag:W/%22763-5d5edbf894d89-gzip%22	https://wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/style_dynamic_responsive.css?ver=1642591980	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/themes/wanderers/assets/css/style_dynamic_responsive3fec.css	(from https://wanderers.qodeinteractive.com/)
14:51:15	10482/10482	---M-Z	200	added ('OK')	text/css	etag:%2228f2-5d45a54003c40-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/mkdf-core/core-dashboard/assets/css/core-dashboard.min.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/mkdf-core/core-dashboard/assets/css/core-dashboard.min080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:16	485521/485521	---M-Z	200	added ('OK')	text/css	etag:%2276891-5d45a85688537-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.8.0	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/js_composer/assets/css/js_composer.min8e94.css	(from https://wanderers.qodeinteractive.com/)
14:51:16	74/74	---MCZ	200	added ('OK')	text/css	etag:W/%2250-5996adb5ae23a-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat//assets/main.css?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat/assets/main080f.css	(from https://wanderers.qodeinteractive.com/)
14:51:16	53952/53952	---MC-	200	added ('OK')	text/javascript	date:Tue,%2005%20Apr%202022%2013:50:41%20GMT	https://apis.google.com/js/platform.js	C:/My%20Web%20Sites/dhia/apis.google.com/js/platform.js	(from https://wanderers.qodeinteractive.com/)
14:51:17	89521/89521	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215db1-5d45a5e348e4e-gzip%22	https://wanderers.qodeinteractive.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://wanderers.qodeinteractive.com/)
14:51:17	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-5d45a5e339c1f-gzip%22	https://wanderers.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://wanderers.qodeinteractive.com/)
14:51:17	128805/128805	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f725-5d45a89777b58-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.12	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min5c66.js	(from https://wanderers.qodeinteractive.com/)
14:51:18	384520/384520	---MCZ	200	added ('OK')	application/x-javascript	etag:%225de08-5d45a89777f40-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.12	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min5c66.js	(from https://wanderers.qodeinteractive.com/)
14:51:18	9533/9533	---M-Z	200	added ('OK')	application/x-javascript	etag:%22253d-5d45a8a9ae051-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.6.0.0	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min8811.js	(from https://wanderers.qodeinteractive.com/)
14:51:18	3037/3037	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bdd-5d45a8a9accc9-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=6.0.0	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minaf8e.js	(from https://wanderers.qodeinteractive.com/)
14:51:18	49669/49669	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c205-5d45a8290b2b4-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min080f.js	(from https://wanderers.qodeinteractive.com/)
14:51:18	70851/70851	---M-Z	200	added ('OK')	application/x-javascript	etag:%22114c3-5d45a82934ac3-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.js?ver=5.8.2	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/select2/select2.min080f.js	(from https://wanderers.qodeinteractive.com/)
14:51:19	810/810	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223e0-5d45a856996a7-gzip%22	https://wanderers.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.8.0	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart8e94.js	(from https://wanderers.qodeinteractive.com/)
14:51:20	128311/128311	---MCZ	200	added ('OK')	application/json	date:Tue,%2005%20Apr%202022%2013:50:45%20GMT	https://wanderers.qodeinteractive.com/wp-json/wp/v2/pages/14	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-json/wp/v2/pages/14.json	(from https://wanderers.qodeinteractive.com/)
14:51:21	935291/935291	---MCZ	200	added ('OK')	application/json	date:Tue,%2005%20Apr%202022%2013:50:46%20GMT	https://wanderers.qodeinteractive.com/wp-json/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-json/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:21	116570/116570	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Apr%202022%2013:50:46%20GMT	https://wanderers.qodeinteractive.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/xmlrpc0db0.php	(from https://wanderers.qodeinteractive.com/)
14:51:22	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%22415-5686120811480-gzip%22	https://wanderers.qodeinteractive.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-includes/wlwmanifest.xml	(from https://wanderers.qodeinteractive.com/)
14:51:23	2255/2255	---MCZ	200	added ('OK')	application/json	date:Tue,%2005%20Apr%202022%2013:50:48%20GMT	https://wanderers.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwanderers.qodeinteractive.com%2F	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-json/oembed/1.0/embedf976.json	(from https://wanderers.qodeinteractive.com/)
14:51:24	2349/2349	---MCZ	200	added ('OK')	text/xml	date:Tue,%2005%20Apr%202022%2013:50:49%20GMT	https://wanderers.qodeinteractive.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwanderers.qodeinteractive.com%2F&format=xml	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-json/oembed/1.0/embed8f06	(from https://wanderers.qodeinteractive.com/)
14:51:24	1255/1255	---M--	200	added ('OK')	image/png	etag:%224e7-5688982833b40%22	https://wanderers.qodeinteractive.com/wp-content/uploads/2018/02/favicon-dark.png	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/uploads/2018/02/favicon-dark.png	(from https://wanderers.qodeinteractive.com/)
14:51:25	59353/59353	---M--	200	added ('OK')	image/jpeg	etag:%22e7d9-5688983b46840%22	https://wanderers.qodeinteractive.com/wp-content/uploads/2018/02/h1-img-6.jpg?id=187	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/uploads/2018/02/h1-img-651c2.jpg	(from https://wanderers.qodeinteractive.com/)
14:51:25	2279/2279	---M--	200	added ('OK')	image/png	etag:%228e7-56889845c4100%22	https://wanderers.qodeinteractive.com/wp-content/uploads/2018/02/logo-sidearea.png	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/uploads/2018/02/logo-sidearea.png	(from https://wanderers.qodeinteractive.com/)
14:51:25	7943/7943	---M--	200	added ('OK')	image/jpeg	etag:%221f07-5b95d3d32920d%22	https://wanderers.qodeinteractive.com/wp-content/uploads/2018/02/blog-post-1-150x150.jpg	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/uploads/2018/02/blog-post-1-150x150.jpg	(from https://wanderers.qodeinteractive.com/)
14:51:26	7657/7657	---M--	200	added ('OK')	image/jpeg	etag:%221de9-5b95d3df69545%22	https://wanderers.qodeinteractive.com/wp-content/uploads/2018/02/blog-post-4-150x150.jpg	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/uploads/2018/02/blog-post-4-150x150.jpg	(from https://wanderers.qodeinteractive.com/)
14:51:26	4240/4240	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2013:50:51%20GMT	https://wanderers.qodeinteractive.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/cdn-cgi/l/email-protection.html	(from https://wanderers.qodeinteractive.com/)
14:51:26	3789/3789	---M--	200	added ('OK')	image/png	etag:%22ecd-56889841f3800%22	https://wanderers.qodeinteractive.com/wp-content/uploads/2018/02/logo-dark.png	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/uploads/2018/02/logo-dark.png	(from https://wanderers.qodeinteractive.com/)
14:51:26	3709/3709	---M--	200	added ('OK')	image/png	etag:%22e7d-56889844cfec0%22	https://wanderers.qodeinteractive.com/wp-content/uploads/2018/02/logo-light.png	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/uploads/2018/02/logo-light.png	(from https://wanderers.qodeinteractive.com/)
14:51:27	166504/166504	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2013:50:52%20GMT	https://wanderers.qodeinteractive.com/solo-traveler-learns-on-the-road/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/solo-traveler-learns-on-the-road/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:27	159743/159743	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2013:50:52%20GMT	https://wanderers.qodeinteractive.com/2018/03/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/2018/03/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:28	167046/167046	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2013:50:53%20GMT	https://wanderers.qodeinteractive.com/use-your-social-network-to-travel/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/use-your-social-network-to-travel/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:29	116788/116788	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Apr%202022%2013:50:53%20GMT	https://wanderers.qodeinteractive.com/404	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/404	(from https://wanderers.qodeinteractive.com/)
14:51:36	152217/152217	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2013:50:55%20GMT	https://wanderers.qodeinteractive.com/about-us/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/about-us/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:36	153648/153648	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2013:50:54%20GMT	https://wanderers.qodeinteractive.com/our-team/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/our-team/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:36	153613/153613	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2013:50:56%20GMT	https://wanderers.qodeinteractive.com/faq/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/faq/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2005%20Apr%202022%2013:51:01%20GMT	http://wanderers.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.3d.delayed	(from https://wanderers.qodeinteractive.com/)
14:51:37	144262/144262	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2013:50:55%20GMT	https://wanderers.qodeinteractive.com/contact/	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/contact/index.html	(from https://wanderers.qodeinteractive.com/)
14:51:37	68/68	---M--	200	added ('OK')	image/png	etag:%2244-5d45a8976cb90%22	https://wanderers.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/dhia/wanderers.qodeinteractive.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://wanderers.qodeinteractive.com/)
